lot_number,timestamp,test_type,measurement_value,pass_fail,operator_id,station_id
LOT341,2024-10-14 04:30:00,BATTERY_LIFE_HUMID,118.2,FAIL,OP006,QC-ST-04
LOT341,2024-10-14 05:00:00,THERMAL_CYCLING,85.1,PASS,OP005,QC-ST-02
LOT341,2024-10-14 05:30:00,BATTERY_LIFE_HUMID,74.2,FAIL,OP002,QC-ST-01
LOT341,2024-10-14 06:00:00,THERMAL_CYCLING,41.4,FAIL,OP004,QC-ST-04
LOT341,2024-10-14 06:30:00,BATTERY_LIFE_HUMID,39.4,FAIL,OP004,QC-ST-04
LOT341,2024-10-14 07:00:00,BATTERY_LIFE_HUMID,90.5,FAIL,OP006,QC-ST-01
LOT341,2024-10-14 07:30:00,MOISTURE_THRESHOLD,52.5,FAIL,OP006,QC-ST-04
LOT341,2024-10-14 08:00:00,BATTERY_LIFE,171.3,PASS,OP001,QC-ST-03
LOT341,2024-10-14 08:30:00,BATTERY_LIFE_HUMID,170.0,PASS,OP002,QC-ST-04
LOT341,2024-10-14 09:00:00,THERMAL_CYCLING,85.9,PASS,OP004,QC-ST-04
LOT341,2024-10-14 09:30:00,BATTERY_LIFE_HUMID,119.7,FAIL,OP002,QC-ST-02
LOT341,2024-10-15 00:00:00,THERMAL_CYCLING,36.1,FAIL,OP002,QC-ST-02
LOT341,2024-10-15 00:30:00,BATTERY_LIFE_HUMID,56.4,FAIL,OP004,QC-ST-02
LOT341,2024-10-15 01:00:00,BATTERY_LIFE_HUMID,63.6,FAIL,OP001,QC-ST-05
LOT341,2024-10-15 01:30:00,BATTERY_LIFE,109.7,FAIL,OP003,QC-ST-03
LOT341,2024-10-15 02:00:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-01
LOT341,2024-10-15 02:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-01
LOT341,2024-10-15 03:00:00,MOISTURE_THRESHOLD,64.0,FAIL,OP006,QC-ST-05
LOT341,2024-10-15 03:30:00,MOISTURE_THRESHOLD,87.6,PASS,OP004,QC-ST-01
LOT341,2024-10-15 04:00:00,BATTERY_LIFE,171.7,PASS,OP002,QC-ST-01
LOT341,2024-10-15 04:30:00,MOISTURE_THRESHOLD,83.1,PASS,OP006,QC-ST-02
LOT341,2024-10-15 05:00:00,MOISTURE_THRESHOLD,69.8,FAIL,OP003,QC-ST-05
LOT341,2024-10-15 05:30:00,THERMAL_CYCLING,39.1,FAIL,OP002,QC-ST-05
LOT341,2024-10-15 06:00:00,THERMAL_CYCLING,92.4,PASS,OP004,QC-ST-03
LOT341,2024-10-15 06:30:00,BATTERY_LIFE_HUMID,90.1,FAIL,OP005,QC-ST-01
LOT341,2024-10-15 07:00:00,BATTERY_LIFE_HUMID,90.9,FAIL,OP001,QC-ST-01
LOT341,2024-10-15 07:30:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-04
LOT341,2024-10-15 08:00:00,BATTERY_LIFE,109.4,FAIL,OP003,QC-ST-04
LOT341,2024-10-15 08:30:00,MOISTURE_THRESHOLD,64.8,FAIL,OP001,QC-ST-03
LOT341,2024-10-15 09:00:00,THERMAL_CYCLING,90.9,PASS,OP001,QC-ST-03
LOT341,2024-10-15 09:30:00,THERMAL_CYCLING,22.1,FAIL,OP003,QC-ST-02
LOT341,2024-10-16 00:00:00,THERMAL_CYCLING,90.2,PASS,OP003,QC-ST-01
LOT341,2024-10-16 00:30:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-05
LOT341,2024-10-16 01:00:00,BATTERY_LIFE_HUMID,74.2,FAIL,OP001,QC-ST-04
LOT341,2024-10-16 01:30:00,THERMAL_CYCLING,94.2,PASS,OP001,QC-ST-02
LOT341,2024-10-16 02:00:00,BATTERY_LIFE_HUMID,57.3,FAIL,OP006,QC-ST-02
LOT341,2024-10-16 02:30:00,BATTERY_LIFE_HUMID,69.6,FAIL,OP002,QC-ST-03
LOT341,2024-10-16 03:00:00,MOISTURE_THRESHOLD,66.3,FAIL,OP006,QC-ST-04
LOT341,2024-10-16 03:30:00,THERMAL_CYCLING,90.7,PASS,OP003,QC-ST-01
LOT341,2024-10-16 04:00:00,BATTERY_LIFE_HUMID,89.0,FAIL,OP006,QC-ST-04
LOT341,2024-10-16 04:30:00,BATTERY_LIFE,160.2,PASS,OP003,QC-ST-03
LOT341,2024-10-16 05:00:00,MOISTURE_THRESHOLD,54.2,FAIL,OP006,QC-ST-02
LOT341,2024-10-16 05:30:00,THERMAL_CYCLING,90.8,PASS,OP001,QC-ST-01
LOT341,2024-10-16 06:00:00,MOISTURE_THRESHOLD,46.8,FAIL,OP002,QC-ST-02
LOT341,2024-10-16 06:30:00,BATTERY_LIFE_HUMID,66.8,FAIL,OP002,QC-ST-01
LOT341,2024-10-16 07:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-02
LOT341,2024-10-16 07:30:00,THERMAL_CYCLING,91.3,PASS,OP002,QC-ST-03
LOT341,2024-10-16 08:00:00,BATTERY_LIFE,164.7,PASS,OP005,QC-ST-04
LOT341,2024-10-16 08:30:00,BATTERY_LIFE_HUMID,39.4,FAIL,OP002,QC-ST-04
LOT341,2024-10-16 09:00:00,THERMAL_CYCLING,86.2,PASS,OP002,QC-ST-02
LOT341,2024-10-16 09:30:00,BATTERY_LIFE,163.8,PASS,OP004,QC-ST-05
LOT341,2024-10-17 00:00:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-02
LOT341,2024-10-17 00:30:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-02
LOT341,2024-10-17 01:00:00,MOISTURE_THRESHOLD,62.5,FAIL,OP001,QC-ST-04
LOT341,2024-10-17 01:30:00,BATTERY_LIFE,161.9,PASS,OP002,QC-ST-05
LOT341,2024-10-17 02:00:00,WATER_RESISTANCE,IP67,PASS,OP003,QC-ST-04
LOT341,2024-10-17 02:30:00,MOISTURE_THRESHOLD,50.8,FAIL,OP005,QC-ST-04
LOT341,2024-10-17 03:00:00,THERMAL_CYCLING,37.2,FAIL,OP004,QC-ST-01
LOT341,2024-10-17 03:30:00,THERMAL_CYCLING,18.3,FAIL,OP004,QC-ST-04
LOT341,2024-10-17 04:00:00,BATTERY_LIFE,163.7,PASS,OP006,QC-ST-03
LOT341,2024-10-17 04:30:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-02
LOT341,2024-10-17 05:00:00,MOISTURE_THRESHOLD,66.1,FAIL,OP005,QC-ST-01
LOT341,2024-10-17 05:30:00,MOISTURE_THRESHOLD,51.3,FAIL,OP003,QC-ST-04
LOT341,2024-10-17 06:00:00,MOISTURE_THRESHOLD,62.8,FAIL,OP001,QC-ST-02
LOT341,2024-10-17 06:30:00,BATTERY_LIFE_HUMID,63.5,FAIL,OP005,QC-ST-02
LOT341,2024-10-17 07:00:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-02
LOT341,2024-10-17 07:30:00,THERMAL_CYCLING,94.8,PASS,OP005,QC-ST-01
LOT341,2024-10-17 08:00:00,BATTERY_LIFE,162.3,PASS,OP006,QC-ST-05
LOT341,2024-10-17 08:30:00,BATTERY_LIFE_HUMID,108.4,FAIL,OP004,QC-ST-04
LOT341,2024-10-17 09:00:00,THERMAL_CYCLING,24.4,FAIL,OP002,QC-ST-01
LOT341,2024-10-17 09:30:00,THERMAL_CYCLING,26.9,FAIL,OP005,QC-ST-04
LOT341,2024-10-18 00:00:00,THERMAL_CYCLING,88.9,PASS,OP002,QC-ST-02
LOT341,2024-10-18 00:30:00,BATTERY_LIFE_HUMID,117.4,FAIL,OP001,QC-ST-03
LOT341,2024-10-18 01:00:00,BATTERY_LIFE,165.7,PASS,OP002,QC-ST-01
LOT341,2024-10-18 01:30:00,BATTERY_LIFE_HUMID,115.2,FAIL,OP001,QC-ST-01
LOT341,2024-10-18 02:00:00,BATTERY_LIFE,162.0,PASS,OP006,QC-ST-04
LOT341,2024-10-18 02:30:00,THERMAL_CYCLING,92.5,PASS,OP006,QC-ST-02
LOT341,2024-10-18 03:00:00,THERMAL_CYCLING,87.5,PASS,OP003,QC-ST-05
LOT341,2024-10-18 03:30:00,BATTERY_LIFE,167.7,PASS,OP002,QC-ST-02
LOT341,2024-10-18 04:00:00,MOISTURE_THRESHOLD,45.5,FAIL,OP004,QC-ST-03
LOT341,2024-10-18 04:30:00,BATTERY_LIFE,173.9,PASS,OP004,QC-ST-02
LOT341,2024-10-18 05:00:00,BATTERY_LIFE,160.2,PASS,OP004,QC-ST-02
LOT341,2024-10-18 05:30:00,MOISTURE_THRESHOLD,54.4,FAIL,OP002,QC-ST-03
LOT341,2024-10-18 06:00:00,BATTERY_LIFE,63.9,FAIL,OP005,QC-ST-02
LOT341,2024-10-18 06:30:00,THERMAL_CYCLING,86.4,PASS,OP004,QC-ST-04
LOT341,2024-10-18 07:00:00,BATTERY_LIFE_HUMID,87.9,FAIL,OP003,QC-ST-01
LOT341,2024-10-18 07:30:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-04
LOT341,2024-10-18 08:00:00,BATTERY_LIFE_HUMID,93.4,FAIL,OP004,QC-ST-02
LOT341,2024-10-18 08:30:00,MOISTURE_THRESHOLD,50.0,FAIL,OP006,QC-ST-05
LOT341,2024-10-18 09:00:00,BATTERY_LIFE,169.3,PASS,OP001,QC-ST-03
LOT341,2024-10-18 09:30:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-01
LOT341,2024-10-19 00:00:00,MOISTURE_THRESHOLD,58.6,FAIL,OP006,QC-ST-05
LOT341,2024-10-19 00:30:00,BATTERY_LIFE_HUMID,54.8,FAIL,OP002,QC-ST-03
LOT341,2024-10-19 01:00:00,MOISTURE_THRESHOLD,58.7,FAIL,OP003,QC-ST-02
LOT341,2024-10-19 01:30:00,BATTERY_LIFE_HUMID,39.2,FAIL,OP002,QC-ST-04
LOT341,2024-10-19 02:00:00,BATTERY_LIFE_HUMID,47.1,FAIL,OP002,QC-ST-05
LOT341,2024-10-19 02:30:00,THERMAL_CYCLING,86.5,PASS,OP001,QC-ST-05
LOT341,2024-10-19 03:00:00,BATTERY_LIFE,171.3,PASS,OP005,QC-ST-02
LOT341,2024-10-19 03:30:00,BATTERY_LIFE_HUMID,54.0,FAIL,OP004,QC-ST-04
LOT341,2024-10-19 04:00:00,BATTERY_LIFE_HUMID,40.9,FAIL,OP005,QC-ST-03
LOT341,2024-10-19 04:30:00,THERMAL_CYCLING,24.2,FAIL,OP004,QC-ST-03
LOT341,2024-10-19 05:00:00,THERMAL_CYCLING,90.5,PASS,OP004,QC-ST-04
LOT341,2024-10-19 05:30:00,BATTERY_LIFE_HUMID,47.2,FAIL,OP003,QC-ST-03
LOT341,2024-10-19 06:00:00,MOISTURE_THRESHOLD,69.7,FAIL,OP005,QC-ST-05
LOT341,2024-10-19 06:30:00,MOISTURE_THRESHOLD,62.0,FAIL,OP002,QC-ST-01
LOT341,2024-10-19 07:00:00,THERMAL_CYCLING,92.6,PASS,OP002,QC-ST-05
LOT341,2024-10-19 07:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-05
LOT341,2024-10-19 08:00:00,BATTERY_LIFE_HUMID,113.2,FAIL,OP006,QC-ST-01
LOT341,2024-10-19 08:30:00,MOISTURE_THRESHOLD,62.2,FAIL,OP006,QC-ST-02
LOT341,2024-10-19 09:00:00,BATTERY_LIFE_HUMID,106.2,FAIL,OP002,QC-ST-05
LOT341,2024-10-19 09:30:00,BATTERY_LIFE,169.4,PASS,OP001,QC-ST-04
LOT341,2024-10-20 00:00:00,BATTERY_LIFE_HUMID,78.9,FAIL,OP001,QC-ST-04
LOT341,2024-10-20 00:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-01
LOT341,2024-10-20 01:00:00,MOISTURE_THRESHOLD,72.7,FAIL,OP006,QC-ST-05
LOT341,2024-10-20 01:30:00,BATTERY_LIFE,164.9,PASS,OP005,QC-ST-01
LOT341,2024-10-20 02:00:00,BATTERY_LIFE,161.4,PASS,OP004,QC-ST-05
LOT341,2024-10-20 02:30:00,WATER_RESISTANCE,IP67,PASS,OP003,QC-ST-02
LOT341,2024-10-20 03:00:00,MOISTURE_THRESHOLD,46.0,FAIL,OP005,QC-ST-05
LOT341,2024-10-20 03:30:00,BATTERY_LIFE_HUMID,51.9,FAIL,OP004,QC-ST-04
LOT341,2024-10-20 04:00:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-03
LOT341,2024-10-20 04:30:00,BATTERY_LIFE,163.4,PASS,OP005,QC-ST-01
LOT341,2024-10-20 05:00:00,BATTERY_LIFE_HUMID,62.4,FAIL,OP001,QC-ST-02
LOT341,2024-10-20 05:30:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-04
LOT341,2024-10-20 06:00:00,THERMAL_CYCLING,94.5,PASS,OP001,QC-ST-03
LOT341,2024-10-20 06:30:00,MOISTURE_THRESHOLD,52.2,FAIL,OP004,QC-ST-05
LOT341,2024-10-20 07:00:00,BATTERY_LIFE_HUMID,84.7,FAIL,OP005,QC-ST-04
LOT341,2024-10-20 07:30:00,BATTERY_LIFE_HUMID,110.5,FAIL,OP006,QC-ST-05
LOT341,2024-10-20 08:00:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-01
LOT341,2024-10-20 08:30:00,WATER_RESISTANCE,IP67,PASS,OP003,QC-ST-05
LOT341,2024-10-20 09:00:00,BATTERY_LIFE,171.8,PASS,OP006,QC-ST-04
LOT341,2024-10-20 09:30:00,BATTERY_LIFE_HUMID,63.2,FAIL,OP006,QC-ST-02
LOT341,2024-10-21 00:00:00,THERMAL_CYCLING,89.4,PASS,OP001,QC-ST-01
LOT341,2024-10-21 00:30:00,THERMAL_CYCLING,88.8,PASS,OP001,QC-ST-02
LOT341,2024-10-21 01:00:00,BATTERY_LIFE,170.5,PASS,OP005,QC-ST-01
LOT341,2024-10-21 01:30:00,BATTERY_LIFE,170.0,PASS,OP005,QC-ST-04
LOT341,2024-10-21 02:00:00,MOISTURE_THRESHOLD,60.7,FAIL,OP006,QC-ST-05
LOT341,2024-10-21 02:30:00,BATTERY_LIFE,162.4,PASS,OP006,QC-ST-04
LOT341,2024-10-21 03:00:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-02
LOT341,2024-10-21 03:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-04
LOT341,2024-10-21 04:00:00,BATTERY_LIFE,171.5,PASS,OP004,QC-ST-04
LOT341,2024-10-21 04:30:00,BATTERY_LIFE_HUMID,99.3,FAIL,OP003,QC-ST-03
LOT341,2024-10-21 05:00:00,MOISTURE_THRESHOLD,71.8,FAIL,OP004,QC-ST-01
LOT341,2024-10-21 05:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-05
LOT341,2024-10-21 06:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-03
LOT341,2024-10-21 06:30:00,THERMAL_CYCLING,88.0,PASS,OP001,QC-ST-01
LOT341,2024-10-21 07:00:00,WATER_RESISTANCE,IP67,PASS,OP003,QC-ST-04
LOT341,2024-10-21 07:30:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-01
LOT341,2024-10-21 08:00:00,BATTERY_LIFE_HUMID,46.7,FAIL,OP004,QC-ST-02
LOT341,2024-10-21 08:30:00,BATTERY_LIFE_HUMID,170.0,PASS,OP002,QC-ST-05
LOT341,2024-10-21 09:00:00,MOISTURE_THRESHOLD,52.5,FAIL,OP002,QC-ST-04
LOT341,2024-10-21 09:30:00,BATTERY_LIFE_HUMID,101.1,FAIL,OP006,QC-ST-02
LOT341,2024-10-22 00:00:00,MOISTURE_THRESHOLD,61.1,FAIL,OP004,QC-ST-04
LOT341,2024-10-22 00:30:00,BATTERY_LIFE_HUMID,52.5,FAIL,OP005,QC-ST-05
LOT341,2024-10-22 01:00:00,THERMAL_CYCLING,93.5,PASS,OP002,QC-ST-02
LOT341,2024-10-22 01:30:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-02
LOT341,2024-10-22 02:00:00,BATTERY_LIFE_HUMID,79.5,FAIL,OP001,QC-ST-03
LOT341,2024-10-22 02:30:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-03
LOT341,2024-10-22 03:00:00,BATTERY_LIFE_HUMID,62.7,FAIL,OP001,QC-ST-05
LOT341,2024-10-22 03:30:00,MOISTURE_THRESHOLD,45.4,FAIL,OP001,QC-ST-01
LOT341,2024-10-22 04:00:00,BATTERY_LIFE,162.5,PASS,OP004,QC-ST-05
LOT341,2024-10-22 04:30:00,THERMAL_CYCLING,88.2,PASS,OP003,QC-ST-04
LOT341,2024-10-22 05:00:00,BATTERY_LIFE,174.2,PASS,OP004,QC-ST-02
LOT341,2024-10-22 05:30:00,BATTERY_LIFE_HUMID,67.2,FAIL,OP002,QC-ST-05
LOT341,2024-10-22 06:00:00,MOISTURE_THRESHOLD,66.2,FAIL,OP004,QC-ST-01
LOT341,2024-10-22 06:30:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-05
LOT341,2024-10-22 07:00:00,MOISTURE_THRESHOLD,53.8,FAIL,OP006,QC-ST-05
LOT341,2024-10-22 07:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-05
LOT341,2024-10-22 08:00:00,BATTERY_LIFE,166.6,PASS,OP005,QC-ST-03
LOT341,2024-10-22 08:30:00,BATTERY_LIFE,165.8,PASS,OP003,QC-ST-04
LOT341,2024-10-22 09:00:00,MOISTURE_THRESHOLD,67.3,FAIL,OP003,QC-ST-02
LOT341,2024-10-22 09:30:00,THERMAL_CYCLING,86.1,PASS,OP002,QC-ST-05
LOT341,2024-10-23 00:00:00,MOISTURE_THRESHOLD,53.5,FAIL,OP003,QC-ST-04
LOT341,2024-10-23 00:30:00,WATER_RESISTANCE,IP54,FAIL,OP003,QC-ST-04
LOT341,2024-10-23 01:00:00,BATTERY_LIFE,161.5,PASS,OP002,QC-ST-01
LOT341,2024-10-23 01:30:00,THERMAL_CYCLING,88.9,PASS,OP003,QC-ST-01
LOT341,2024-10-23 02:00:00,THERMAL_CYCLING,41.2,FAIL,OP003,QC-ST-01
LOT341,2024-10-23 02:30:00,BATTERY_LIFE_HUMID,31.9,FAIL,OP004,QC-ST-02
LOT341,2024-10-23 03:00:00,MOISTURE_THRESHOLD,52.7,FAIL,OP004,QC-ST-05
LOT341,2024-10-23 03:30:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-05
LOT341,2024-10-23 04:00:00,BATTERY_LIFE,171.3,PASS,OP005,QC-ST-05
LOT341,2024-10-23 04:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-02
LOT340,2024-09-15 00:00:00,BATTERY_LIFE_HUMID,172.4,PASS,OP002,QC-ST-03
LOT340,2024-09-15 00:30:00,MOISTURE_THRESHOLD,83.3,PASS,OP001,QC-ST-01
LOT340,2024-09-15 01:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-03
LOT340,2024-09-15 01:30:00,BATTERY_LIFE,160.7,PASS,OP003,QC-ST-02
LOT340,2024-09-15 02:00:00,MOISTURE_THRESHOLD,83.8,PASS,OP002,QC-ST-05
LOT340,2024-09-15 02:30:00,BATTERY_LIFE,167.3,PASS,OP003,QC-ST-03
LOT340,2024-09-15 03:00:00,BATTERY_LIFE_HUMID,173.5,PASS,OP001,QC-ST-04
LOT340,2024-09-15 03:30:00,BATTERY_LIFE,174.0,PASS,OP004,QC-ST-02
LOT340,2024-09-15 04:00:00,BATTERY_LIFE_HUMID,174.4,PASS,OP005,QC-ST-04
LOT340,2024-09-15 04:30:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-03
LOT340,2024-09-15 05:00:00,MOISTURE_THRESHOLD,82.1,PASS,OP004,QC-ST-05
LOT340,2024-09-15 05:30:00,BATTERY_LIFE_HUMID,162.7,PASS,OP004,QC-ST-04
LOT340,2024-09-15 06:00:00,BATTERY_LIFE,169.4,PASS,OP006,QC-ST-04
LOT340,2024-09-15 06:30:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-04
LOT340,2024-09-15 07:00:00,BATTERY_LIFE,170.4,PASS,OP003,QC-ST-05
LOT340,2024-09-15 07:30:00,THERMAL_CYCLING,87.1,PASS,OP001,QC-ST-04
LOT340,2024-09-15 08:00:00,BATTERY_LIFE,169.2,PASS,OP004,QC-ST-01
LOT340,2024-09-15 08:30:00,THERMAL_CYCLING,92.4,PASS,OP003,QC-ST-01
LOT340,2024-09-15 09:00:00,BATTERY_LIFE_HUMID,168.8,PASS,OP002,QC-ST-05
LOT340,2024-09-15 09:30:00,THERMAL_CYCLING,89.3,PASS,OP002,QC-ST-02
LOT340,2024-09-16 00:00:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-03
LOT340,2024-09-16 00:30:00,THERMAL_CYCLING,87.4,PASS,OP004,QC-ST-03
LOT340,2024-09-16 01:00:00,THERMAL_CYCLING,93.6,PASS,OP003,QC-ST-05
LOT340,2024-09-16 01:30:00,BATTERY_LIFE_HUMID,174.2,PASS,OP005,QC-ST-03
LOT340,2024-09-16 02:00:00,MOISTURE_THRESHOLD,87.7,PASS,OP003,QC-ST-04
LOT340,2024-09-16 02:30:00,MOISTURE_THRESHOLD,82.8,PASS,OP004,QC-ST-02
LOT340,2024-09-16 03:00:00,BATTERY_LIFE,166.7,PASS,OP003,QC-ST-02
LOT340,2024-09-16 03:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-03
LOT340,2024-09-16 04:00:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-03
LOT340,2024-09-16 04:30:00,MOISTURE_THRESHOLD,82.7,PASS,OP001,QC-ST-03
LOT340,2024-09-16 05:00:00,BATTERY_LIFE_HUMID,161.4,PASS,OP004,QC-ST-04
LOT340,2024-09-16 05:30:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-04
LOT340,2024-09-16 06:00:00,BATTERY_LIFE,165.1,PASS,OP003,QC-ST-05
LOT340,2024-09-16 06:30:00,THERMAL_CYCLING,94.8,PASS,OP004,QC-ST-04
LOT340,2024-09-16 07:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-04
LOT340,2024-09-16 07:30:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-05
LOT340,2024-09-16 08:00:00,THERMAL_CYCLING,93.1,PASS,OP002,QC-ST-04
LOT340,2024-09-16 08:30:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-03
LOT340,2024-09-16 09:00:00,THERMAL_CYCLING,87.9,PASS,OP004,QC-ST-01
LOT340,2024-09-16 09:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-02
LOT340,2024-09-17 00:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-01
LOT340,2024-09-17 00:30:00,MOISTURE_THRESHOLD,83.6,PASS,OP006,QC-ST-01
LOT340,2024-09-17 01:00:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-01
LOT340,2024-09-17 01:30:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-04
LOT340,2024-09-17 02:00:00,THERMAL_CYCLING,88.1,PASS,OP001,QC-ST-01
LOT340,2024-09-17 02:30:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-03
LOT340,2024-09-17 03:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-04
LOT340,2024-09-17 03:30:00,MOISTURE_THRESHOLD,85.6,PASS,OP002,QC-ST-02
LOT340,2024-09-17 04:00:00,BATTERY_LIFE_HUMID,164.1,PASS,OP003,QC-ST-02
LOT340,2024-09-17 04:30:00,THERMAL_CYCLING,92.6,PASS,OP003,QC-ST-04
LOT340,2024-09-17 05:00:00,BATTERY_LIFE_HUMID,162.4,PASS,OP001,QC-ST-02
LOT340,2024-09-17 05:30:00,MOISTURE_THRESHOLD,83.4,PASS,OP005,QC-ST-02
LOT340,2024-09-17 06:00:00,THERMAL_CYCLING,90.8,PASS,OP001,QC-ST-03
LOT340,2024-09-17 06:30:00,BATTERY_LIFE,165.7,PASS,OP005,QC-ST-03
LOT340,2024-09-17 07:00:00,MOISTURE_THRESHOLD,84.9,PASS,OP005,QC-ST-04
LOT340,2024-09-17 07:30:00,BATTERY_LIFE_HUMID,173.7,PASS,OP006,QC-ST-01
LOT340,2024-09-17 08:00:00,MOISTURE_THRESHOLD,82.8,PASS,OP003,QC-ST-04
LOT340,2024-09-17 08:30:00,BATTERY_LIFE,174.3,PASS,OP006,QC-ST-01
LOT340,2024-09-17 09:00:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-01
LOT340,2024-09-17 09:30:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-02
LOT340,2024-09-18 00:00:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-02
LOT340,2024-09-18 00:30:00,THERMAL_CYCLING,92.6,PASS,OP006,QC-ST-02
LOT340,2024-09-18 01:00:00,WATER_RESISTANCE,IP67,PASS,OP004,QC-ST-01
LOT340,2024-09-18 01:30:00,THERMAL_CYCLING,87.6,PASS,OP001,QC-ST-01
LOT340,2024-09-18 02:00:00,WATER_RESISTANCE,IP67,PASS,OP003,QC-ST-05
LOT340,2024-09-18 02:30:00,THERMAL_CYCLING,92.9,PASS,OP004,QC-ST-03
LOT340,2024-09-18 03:00:00,BATTERY_LIFE_HUMID,174.2,PASS,OP003,QC-ST-05
LOT340,2024-09-18 03:30:00,THERMAL_CYCLING,87.5,PASS,OP006,QC-ST-01
LOT340,2024-09-18 04:00:00,MOISTURE_THRESHOLD,87.7,PASS,OP005,QC-ST-01
LOT340,2024-09-18 04:30:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-03
LOT340,2024-09-18 05:00:00,THERMAL_CYCLING,89.2,PASS,OP005,QC-ST-04
LOT340,2024-09-18 05:30:00,THERMAL_CYCLING,91.7,PASS,OP003,QC-ST-01
LOT340,2024-09-18 06:00:00,BATTERY_LIFE,164.8,PASS,OP003,QC-ST-02
LOT340,2024-09-18 06:30:00,BATTERY_LIFE,170.2,PASS,OP004,QC-ST-01
LOT340,2024-09-18 07:00:00,BATTERY_LIFE_HUMID,162.4,PASS,OP006,QC-ST-05
LOT340,2024-09-18 07:30:00,BATTERY_LIFE_HUMID,162.2,PASS,OP005,QC-ST-05
LOT340,2024-09-18 08:00:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-05
LOT340,2024-09-18 08:30:00,MOISTURE_THRESHOLD,86.4,PASS,OP006,QC-ST-04
LOT340,2024-09-18 09:00:00,THERMAL_CYCLING,89.8,PASS,OP002,QC-ST-04
LOT340,2024-09-18 09:30:00,THERMAL_CYCLING,94.2,PASS,OP004,QC-ST-05
LOT340,2024-09-19 00:00:00,BATTERY_LIFE_HUMID,160.8,PASS,OP001,QC-ST-05
LOT340,2024-09-19 00:30:00,MOISTURE_THRESHOLD,86.6,PASS,OP003,QC-ST-02
LOT340,2024-09-19 01:00:00,THERMAL_CYCLING,90.0,PASS,OP003,QC-ST-05
LOT340,2024-09-19 01:30:00,WATER_RESISTANCE,IP67,PASS,OP005,QC-ST-01
LOT340,2024-09-19 02:00:00,BATTERY_LIFE_HUMID,163.8,PASS,OP001,QC-ST-01
LOT340,2024-09-19 02:30:00,WATER_RESISTANCE,IP67,PASS,OP006,QC-ST-04
LOT340,2024-09-19 03:00:00,WATER_RESISTANCE,IP67,PASS,OP001,QC-ST-05
LOT340,2024-09-19 03:30:00,MOISTURE_THRESHOLD,87.6,PASS,OP004,QC-ST-02
LOT340,2024-09-19 04:00:00,WATER_RESISTANCE,IP67,PASS,OP002,QC-ST-02
